fid,DN,area_m2,distance,angle,Latitude,Longitude,geometry
498,1,1541325.533,1710.0,180.0,25.5642012,74.8671898,POINT (486660 2827430)
498,1,1541325.533,1720.0,135.0,25.5641109,74.8671899,POINT (486660 2827420)
498,1,1541325.533,1730.0,135.0,25.564111,74.8672894,POINT (486670 2827420)
498,1,1541325.533,1740.0,180.0,25.5640207,74.8672895,POINT (486670 2827410)
498,1,1541325.533,1750.0,135.0,25.5639304,74.8672896,POINT (486670 2827400)
498,1,1541325.533,1760.0,135.0,25.5639305,74.8673892,POINT (486680 2827400)
498,1,1541325.533,1770.0,180.0,25.5638402,74.8673893,POINT (486680 2827390)
498,1,1541325.533,1780.0,180.0,25.5637499,74.8673894,POINT (486680 2827380)
498,1,1541325.533,1790.0,135.0,25.5636596,74.8673895,POINT (486680 2827370)
498,1,1541325.533,1800.0,135.0,25.5636597,74.8674891,POINT (486690 2827370)
498,1,1541325.533,1810.0,180.0,25.5635694,74.8674892,POINT (486690 2827360)
498,1,1541325.533,1820.0,135.0,25.5634791,74.8674893,POINT (486690 2827350)
498,1,1541325.533,1830.0,135.0,25.5634792,74.8675888,POINT (486700 2827350)
498,1,1541325.533,1840.0,180.0,25.5633889,74.8675889,POINT (486700 2827340)
498,1,1541325.533,1850.0,180.0,25.5632985,74.867589,POINT (486700 2827330)
498,1,1541325.533,1860.0,135.0,25.5632082,74.8675891,POINT (486700 2827320)
498,1,1541325.533,1870.0,135.0,25.5632083,74.8676887,POINT (486710 2827320)
498,1,1541325.533,1880.0,180.0,25.563118,74.8676888,POINT (486710 2827310)
498,1,1541325.533,1890.0,180.0,25.5630277,74.8676889,POINT (486710 2827300)
498,1,1541325.533,1900.0,135.0,25.5629374,74.867689,POINT (486710 2827290)
498,1,1541325.533,1910.0,135.0,25.5629375,74.8677885,POINT (486720 2827290)
498,1,1541325.533,1920.0,180.0,25.5628472,74.8677886,POINT (486720 2827280)
498,1,1541325.533,1930.0,180.0,25.5627569,74.8677887,POINT (486720 2827270)
498,1,1541325.533,1940.0,180.0,25.5626666,74.8677888,POINT (486720 2827260)
498,1,1541325.533,1950.0,135.0,25.5625763,74.8677889,POINT (486720 2827250)
498,1,1541325.533,1960.0,135.0,25.5625764,74.8678885,POINT (486730 2827250)
498,1,1541325.533,1970.0,180.0,25.5624861,74.8678886,POINT (486730 2827240)
498,1,1541325.533,1980.0,180.0,25.5623958,74.8678887,POINT (486730 2827230)
498,1,1541325.533,1990.0,180.0,25.5623055,74.8678888,POINT (486730 2827220)
498,1,1541325.533,2000.0,135.0,25.5622152,74.8678889,POINT (486730 2827210)
498,1,1541325.533,2010.0,135.0,25.5622153,74.8679884,POINT (486740 2827210)
498,1,1541325.533,2020.0,180.0,25.562125,74.8679885,POINT (486740 2827200)
498,1,1541325.533,2030.0,180.0,25.5620347,74.8679886,POINT (486740 2827190)
498,1,1541325.533,2040.0,180.0,25.5619444,74.8679887,POINT (486740 2827180)
498,1,1541325.533,2050.0,180.0,25.561854,74.8679888,POINT (486740 2827170)
498,1,1541325.533,2060.0,135.0,25.5617637,74.8679889,POINT (486740 2827160)
498,1,1541325.533,2070.0,135.0,25.5617638,74.8680885,POINT (486750 2827160)
498,1,1541325.533,2080.0,180.0,25.5616735,74.8680886,POINT (486750 2827150)
498,1,1541325.533,2090.0,180.0,25.5615832,74.8680887,POINT (486750 2827140)
498,1,1541325.533,2100.0,180.0,25.5614929,74.8680888,POINT (486750 2827130)
498,1,1541325.533,2110.0,180.0,25.5614026,74.8680889,POINT (486750 2827120)
498,1,1541325.533,2120.0,180.0,25.5613123,74.868089,POINT (486750 2827110)
498,1,1541325.533,2130.0,180.0,25.561222,74.8680891,POINT (486750 2827100)
498,1,1541325.533,2140.0,180.0,25.5611317,74.8680892,POINT (486750 2827090)
498,1,1541325.533,2150.0,180.0,25.5610414,74.8680893,POINT (486750 2827080)
498,1,1541325.533,2160.0,180.0,25.5609511,74.8680894,POINT (486750 2827070)
498,1,1541325.533,2170.0,180.0,25.5608608,74.8680895,POINT (486750 2827060)
498,1,1541325.533,2180.0,225.0,25.5607705,74.8680896,POINT (486750 2827050)
498,1,1541325.533,2190.0,225.0,25.5607704,74.86799,POINT (486740 2827050)
498,1,1541325.533,2200.0,180.0,25.5606801,74.8679901,POINT (486740 2827040)
498,1,1541325.533,2210.0,225.0,25.5605898,74.8679902,POINT (486740 2827030)
498,1,1541325.533,2220.0,225.0,25.5605897,74.8678907,POINT (486730 2827030)
498,1,1541325.533,2230.0,180.0,25.5604994,74.8678908,POINT (486730 2827020)
498,1,1541325.533,2240.0,180.0,25.5604091,74.8678909,POINT (486730 2827010)
498,1,1541325.533,2250.0,180.0,25.5603188,74.867891,POINT (486730 2827000)
498,1,1541325.533,2260.0,225.0,25.5602285,74.8678911,POINT (486730 2826990)
498,1,1541325.533,2270.0,225.0,25.5602284,74.8677915,POINT (486720 2826990)
498,1,1541325.533,2280.0,180.0,25.5601381,74.8677916,POINT (486720 2826980)
498,1,1541325.533,2290.0,180.0,25.5600478,74.8677917,POINT (486720 2826970)
498,1,1541325.533,2300.0,225.0,25.5599575,74.8677918,POINT (486720 2826960)
498,1,1541325.533,2310.0,225.0,25.5599574,74.8676922,POINT (486710 2826960)
498,1,1541325.533,2320.0,180.0,25.5598671,74.8676923,POINT (486710 2826950)
498,1,1541325.533,2330.0,180.0,25.5597768,74.8676924,POINT (486710 2826940)
498,1,1541325.533,2340.0,225.0,25.5596865,74.8676925,POINT (486710 2826930)
498,1,1541325.533,2350.0,225.0,25.5596864,74.867593,POINT (486700 2826930)
498,1,1541325.533,2360.0,180.0,25.5595961,74.8675931,POINT (486700 2826920)
498,1,1541325.533,2370.0,225.0,25.5595058,74.8675932,POINT (486700 2826910)
498,1,1541325.533,2380.0,225.0,25.5595057,74.8674936,POINT (486690 2826910)
498,1,1541325.533,2390.0,180.0,25.5594154,74.8674937,POINT (486690 2826900)
498,1,1541325.533,2400.0,180.0,25.5593251,74.8674938,POINT (486690 2826890)
498,1,1541325.533,2410.0,225.0,25.5592348,74.8674939,POINT (486690 2826880)
498,1,1541325.533,2420.0,225.0,25.5592347,74.8673944,POINT (486680 2826880)
498,1,1541325.533,2430.0,180.0,25.5591444,74.8673945,POINT (486680 2826870)
498,1,1541325.533,2440.0,225.0,25.5590541,74.8673946,POINT (486680 2826860)
498,1,1541325.533,2450.0,225.0,25.559054,74.867295,POINT (486670 2826860)
498,1,1541325.533,2460.0,180.0,25.5589637,74.8672951,POINT (486670 2826850)
498,1,1541325.533,2470.0,225.0,25.5588734,74.8672952,POINT (486670 2826840)
498,1,1541325.533,2480.0,225.0,25.5588733,74.8671957,POINT (486660 2826840)
498,1,1541325.533,2490.0,180.0,25.558783,74.8671958,POINT (486660 2826830)
498,1,1541325.533,2500.0,225.0,25.5586927,74.8671959,POINT (486660 2826820)
498,1,1541325.533,2510.0,225.0,25.5586926,74.8670963,POINT (486650 2826820)
498,1,1541325.533,2520.0,180.0,25.5586023,74.8670964,POINT (486650 2826810)
498,1,1541325.533,2530.0,225.0,25.558512,74.8670965,POINT (486650 2826800)
498,1,1541325.533,2540.0,225.0,25.5585119,74.866997,POINT (486640 2826800)
498,1,1541325.533,2550.0,225.0,25.5584216,74.8669971,POINT (486640 2826790)
498,1,1541325.533,2560.0,225.0,25.5584215,74.8668975,POINT (486630 2826790)
498,1,1541325.533,2570.0,225.0,25.5583312,74.8668976,POINT (486630 2826780)
498,1,1541325.533,2580.0,225.0,25.5583311,74.866798,POINT (486620 2826780)
498,1,1541325.533,2590.0,225.0,25.5582408,74.8667981,POINT (486620 2826770)
498,1,1541325.533,2600.0,270.0,25.5582407,74.8666986,POINT (486610 2826770)
498,1,1541325.533,2610.0,225.0,25.5582406,74.866599,POINT (486600 2826770)
498,1,1541325.533,2620.0,225.0,25.5581503,74.8665991,POINT (486600 2826760)
498,1,1541325.533,2630.0,270.0,25.5581502,74.8664996,POINT (486590 2826760)
498,1,1541325.533,2640.0,270.0,25.5581501,74.8664,POINT (486580 2826760)
498,1,1541325.533,2650.0,225.0,25.5581501,74.8663005,POINT (486570 2826760)
498,1,1541325.533,2660.0,225.0,25.5580598,74.8663006,POINT (486570 2826750)
498,1,1541325.533,2670.0,270.0,25.5580597,74.866201,POINT (486560 2826750)
498,1,1541325.533,2680.0,270.0,25.5580596,74.8661015,POINT (486550 2826750)
498,1,1541325.533,2690.0,225.0,25.5580595,74.8660019,POINT (486540 2826750)
498,1,1541325.533,2700.0,225.0,25.5579692,74.866002,POINT (486540 2826740)
498,1,1541325.533,2710.0,270.0,25.5579691,74.8659025,POINT (486530 2826740)
498,1,1541325.533,2720.0,225.0,25.557969,74.8658029,POINT (486520 2826740)
498,1,1541325.533,2730.0,225.0,25.5578787,74.865803,POINT (486520 2826730)
498,1,1541325.533,2740.0,270.0,25.5578786,74.8657035,POINT (486510 2826730)
498,1,1541325.533,2750.0,270.0,25.5578785,74.8656039,POINT (486500 2826730)
498,1,1541325.533,2760.0,270.0,25.5578784,74.8655044,POINT (486490 2826730)
498,1,1541325.533,2770.0,225.0,25.5578783,74.8654048,POINT (486480 2826730)
498,1,1541325.533,2780.0,225.0,25.557788,74.8654049,POINT (486480 2826720)
498,1,1541325.533,2790.0,270.0,25.5577879,74.8653054,POINT (486470 2826720)
498,1,1541325.533,2800.0,270.0,25.5577878,74.8652058,POINT (486460 2826720)
498,1,1541325.533,2810.0,225.0,25.5577877,74.8651063,POINT (486450 2826720)
498,1,1541325.533,2820.0,225.0,25.5576974,74.8651064,POINT (486450 2826710)
498,1,1541325.533,2830.0,315.0,25.5576973,74.8650068,POINT (486440 2826710)
498,1,1541325.533,2840.0,315.0,25.5577877,74.8650067,POINT (486440 2826720)
498,1,1541325.533,2850.0,225.0,25.5577876,74.8649072,POINT (486430 2826720)
498,1,1541325.533,2860.0,225.0,25.5576973,74.8649073,POINT (486430 2826710)
498,1,1541325.533,2870.0,225.0,25.5576972,74.8648077,POINT (486420 2826710)
498,1,1541325.533,2880.0,180.0,25.5576069,74.8648078,POINT (486420 2826700)
498,1,1541325.533,2890.0,225.0,25.5575166,74.8648079,POINT (486420 2826690)
498,1,1541325.533,2900.0,225.0,25.5575165,74.8647084,POINT (486410 2826690)
498,1,1541325.533,2910.0,225.0,25.5574262,74.8647085,POINT (486410 2826680)
498,1,1541325.533,2920.0,225.0,25.5574261,74.8646089,POINT (486400 2826680)
498,1,1541325.533,2930.0,225.0,25.5573358,74.864609,POINT (486400 2826670)
498,1,1541325.533,2940.0,225.0,25.5573357,74.8645095,POINT (486390 2826670)
498,1,1541325.533,2950.0,225.0,25.5572454,74.8645096,POINT (486390 2826660)
498,1,1541325.533,2960.0,225.0,25.5572453,74.86441,POINT (486380 2826660)
498,1,1541325.533,2970.0,225.0,25.557155,74.8644101,POINT (486380 2826650)
498,1,1541325.533,2980.0,225.0,25.5571549,74.8643106,POINT (486370 2826650)
498,1,1541325.533,2990.0,225.0,25.5570646,74.8643107,POINT (486370 2826640)
498,1,1541325.533,3000.0,225.0,25.5570645,74.8642111,POINT (486360 2826640)
498,1,1541325.533,3010.0,180.0,25.5569742,74.8642112,POINT (486360 2826630)
498,1,1541325.533,3020.0,225.0,25.5568839,74.8642113,POINT (486360 2826620)
498,1,1541325.533,3030.0,270.0,25.5568838,74.8641118,POINT (486350 2826620)
498,1,1541325.533,3040.0,225.0,25.5568837,74.8640122,POINT (486340 2826620)
498,1,1541325.533,3050.0,225.0,25.5567934,74.8640123,POINT (486340 2826610)
498,1,1541325.533,3060.0,225.0,25.5567933,74.8639128,POINT (486330 2826610)
498,1,1541325.533,3070.0,225.0,25.556703,74.8639129,POINT (486330 2826600)
498,1,1541325.533,3080.0,225.0,25.5567029,74.8638133,POINT (486320 2826600)
498,1,1541325.533,3090.0,225.0,25.5566126,74.8638134,POINT (486320 2826590)
498,1,1541325.533,3100.0,225.0,25.5566125,74.8637139,POINT (486310 2826590)
498,1,1541325.533,3110.0,225.0,25.5565222,74.863714,POINT (486310 2826580)
498,1,1541325.533,3120.0,225.0,25.5565221,74.8636144,POINT (486300 2826580)
498,1,1541325.533,3130.0,225.0,25.5564318,74.8636145,POINT (486300 2826570)
498,1,1541325.533,3140.0,225.0,25.5564317,74.863515,POINT (486290 2826570)
498,1,1541325.533,3150.0,180.0,25.5563414,74.8635151,POINT (486290 2826560)
498,1,1541325.533,3160.0,225.0,25.5562511,74.8635152,POINT (486290 2826550)
498,1,1541325.533,3170.0,270.0,25.556251,74.8634156,POINT (486280 2826550)
498,1,1541325.533,3180.0,225.0,25.5562509,74.8633161,POINT (486270 2826550)
498,1,1541325.533,3190.0,225.0,25.5561606,74.8633162,POINT (486270 2826540)
498,1,1541325.533,3200.0,225.0,25.5561605,74.8632166,POINT (486260 2826540)
498,1,1541325.533,3210.0,225.0,25.5560702,74.8632167,POINT (486260 2826530)
498,1,1541325.533,3220.0,225.0,25.5560701,74.8631172,POINT (486250 2826530)
498,1,1541325.533,3230.0,225.0,25.5559798,74.8631173,POINT (486250 2826520)
498,1,1541325.533,3240.0,225.0,25.5559797,74.8630177,POINT (486240 2826520)
498,1,1541325.533,3250.0,225.0,25.5558894,74.8630178,POINT (486240 2826510)
498,1,1541325.533,3260.0,225.0,25.5558893,74.8629183,POINT (486230 2826510)
498,1,1541325.533,3270.0,225.0,25.555799,74.8629184,POINT (486230 2826500)
498,1,1541325.533,3280.0,225.0,25.5557989,74.8628188,POINT (486220 2826500)
498,1,1541325.533,3290.0,225.0,25.5557086,74.8628189,POINT (486220 2826490)
498,1,1541325.533,3300.0,270.0,25.5557085,74.8627194,POINT (486210 2826490)
498,1,1541325.533,3310.0,225.0,25.5557084,74.8626198,POINT (486200 2826490)
498,1,1541325.533,3320.0,225.0,25.5556181,74.8626199,POINT (486200 2826480)
498,1,1541325.533,3330.0,225.0,25.555618,74.8625204,POINT (486190 2826480)
498,1,1541325.533,3340.0,225.0,25.5555277,74.8625205,POINT (486190 2826470)
498,1,1541325.533,3350.0,225.0,25.5555276,74.8624209,POINT (486180 2826470)
498,1,1541325.533,3360.0,225.0,25.5554373,74.862421,POINT (486180 2826460)
498,1,1541325.533,3370.0,225.0,25.5554372,74.8623215,POINT (486170 2826460)
498,1,1541325.533,3380.0,225.0,25.5553469,74.8623216,POINT (486170 2826450)
498,1,1541325.533,3390.0,225.0,25.5553469,74.862222,POINT (486160 2826450)
498,1,1541325.533,3400.0,225.0,25.5552565,74.8622221,POINT (486160 2826440)
498,1,1541325.533,3410.0,270.0,25.5552565,74.8621226,POINT (486150 2826440)
498,1,1541325.533,3420.0,225.0,25.5552564,74.862023,POINT (486140 2826440)
498,1,1541325.533,3430.0,225.0,25.5551661,74.8620231,POINT (486140 2826430)
498,1,1541325.533,3440.0,270.0,25.555166,74.8619236,POINT (486130 2826430)
498,1,1541325.533,3450.0,225.0,25.5551659,74.861824,POINT (486120 2826430)
498,1,1541325.533,3460.0,225.0,25.5550756,74.8618241,POINT (486120 2826420)
498,1,1541325.533,3470.0,270.0,25.5550755,74.8617246,POINT (486110 2826420)
498,1,1541325.533,3480.0,270.0,25.5550754,74.861625,POINT (486100 2826420)
498,1,1541325.533,3490.0,225.0,25.5550753,74.8615255,POINT (486090 2826420)
498,1,1541325.533,3500.0,225.0,25.554985,74.8615256,POINT (486090 2826410)
498,1,1541325.533,3510.0,315.0,25.5549849,74.861426,POINT (486080 2826410)
498,1,1541325.533,3520.0,315.0,25.5550752,74.8614259,POINT (486080 2826420)
498,1,1541325.533,3530.0,270.0,25.5550751,74.8613264,POINT (486070 2826420)
498,1,1541325.533,3540.0,225.0,25.555075,74.8612268,POINT (486060 2826420)
498,1,1541325.533,3550.0,225.0,25.5549847,74.8612269,POINT (486060 2826410)
498,1,1541325.533,3560.0,270.0,25.5549846,74.8611274,POINT (486050 2826410)
498,1,1541325.533,3570.0,270.0,25.5549845,74.8610278,POINT (486040 2826410)
498,1,1541325.533,3580.0,270.0,25.5549844,74.8609283,POINT (486030 2826410)
498,1,1541325.533,3590.0,270.0,25.5549843,74.8608287,POINT (486020 2826410)
498,1,1541325.533,3600.0,225.0,25.5549842,74.8607292,POINT (486010 2826410)
498,1,1541325.533,3610.0,225.0,25.5548939,74.8607293,POINT (486010 2826400)
498,1,1541325.533,3620.0,270.0,25.5548938,74.8606297,POINT (486000 2826400)
498,1,1541325.533,3630.0,225.0,25.5548937,74.8605302,POINT (485990 2826400)
498,1,1541325.533,3640.0,225.0,25.5548034,74.8605303,POINT (485990 2826390)
498,1,1541325.533,3650.0,270.0,25.5548033,74.8604308,POINT (485980 2826390)
498,1,1541325.533,3660.0,270.0,25.5548032,74.8603312,POINT (485970 2826390)
498,1,1541325.533,3670.0,225.0,25.5548031,74.8602317,POINT (485960 2826390)
498,1,1541325.533,3680.0,225.0,25.5547128,74.8602318,POINT (485960 2826380)
498,1,1541325.533,3690.0,270.0,25.5547127,74.8601322,POINT (485950 2826380)
498,1,1541325.533,3700.0,270.0,25.5547126,74.8600327,POINT (485940 2826380)
498,1,1541325.533,3710.0,270.0,25.5547126,74.8599331,POINT (485930 2826380)
498,1,1541325.533,3720.0,315.0,25.5547125,74.8598336,POINT (485920 2826380)
498,1,1541325.533,3730.0,315.0,25.5548028,74.8598335,POINT (485920 2826390)
498,1,1541325.533,3740.0,270.0,25.5548027,74.8597339,POINT (485910 2826390)
498,1,1541325.533,3750.0,315.0,25.5548026,74.8596344,POINT (485900 2826390)
498,1,1541325.533,3760.0,0.0,25.5548929,74.8596342,POINT (485900 2826400)
498,1,1541325.533,3770.0,315.0,25.5549832,74.8596341,POINT (485900 2826410)
498,1,1541325.533,3780.0,315.0,25.5549831,74.8595346,POINT (485890 2826410)
498,1,1541325.533,3790.0,0.0,25.5550734,74.8595345,POINT (485890 2826420)
498,1,1541325.533,3800.0,315.0,25.5551637,74.8595344,POINT (485890 2826430)
498,1,1541325.533,3810.0,315.0,25.5551636,74.8594348,POINT (485880 2826430)
498,1,1541325.533,3820.0,0.0,25.5552539,74.8594347,POINT (485880 2826440)
498,1,1541325.533,3830.0,315.0,25.5553442,74.8594346,POINT (485880 2826450)
498,1,1541325.533,3840.0,315.0,25.5553441,74.8593351,POINT (485870 2826450)
498,1,1541325.533,3850.0,0.0,25.5554344,74.859335,POINT (485870 2826460)
498,1,1541325.533,3860.0,315.0,25.5555247,74.8593349,POINT (485870 2826470)
498,1,1541325.533,3870.0,315.0,25.5555246,74.8592353,POINT (485860 2826470)
498,1,1541325.533,3880.0,0.0,25.5556149,74.8592352,POINT (485860 2826480)
498,1,1541325.533,3890.0,0.0,25.5557052,74.8592351,POINT (485860 2826490)
498,1,1541325.533,3900.0,45.0,25.5557955,74.859235,POINT (485860 2826500)
498,1,1541325.533,3910.0,45.0,25.5557956,74.8593345,POINT (485870 2826500)
498,1,1541325.533,3920.0,315.0,25.5558859,74.8593344,POINT (485870 2826510)
498,1,1541325.533,3930.0,315.0,25.5558858,74.8592349,POINT (485860 2826510)
498,1,1541325.533,3940.0,315.0,25.5559761,74.8592348,POINT (485860 2826520)
498,1,1541325.533,3950.0,315.0,25.555976,74.8591352,POINT (485850 2826520)
498,1,1541325.533,3960.0,315.0,25.5560663,74.8591351,POINT (485850 2826530)
498,1,1541325.533,3970.0,270.0,25.5560662,74.8590356,POINT (485840 2826530)
498,1,1541325.533,3980.0,315.0,25.5560662,74.858936,POINT (485830 2826530)
498,1,1541325.533,3990.0,315.0,25.5561565,74.8589359,POINT (485830 2826540)
498,1,1541325.533,4000.0,315.0,25.5561564,74.8588364,POINT (485820 2826540)
498,1,1541325.533,4010.0,0.0,25.5562467,74.8588363,POINT (485820 2826550)
498,1,1541325.533,4020.0,315.0,25.556337,74.8588362,POINT (485820 2826560)
498,1,1541325.533,4030.0,315.0,25.5563369,74.8587366,POINT (485810 2826560)
498,1,1541325.533,4040.0,315.0,25.5564272,74.8587365,POINT (485810 2826570)
498,1,1541325.533,4050.0,315.0,25.5564271,74.8586369,POINT (485800 2826570)
498,1,1541325.533,4060.0,315.0,25.5565174,74.8586368,POINT (485800 2826580)
498,1,1541325.533,4070.0,315.0,25.5565173,74.8585373,POINT (485790 2826580)
498,1,1541325.533,4080.0,0.0,25.5566076,74.8585372,POINT (485790 2826590)
498,1,1541325.533,4090.0,315.0,25.5566979,74.8585371,POINT (485790 2826600)
498,1,1541325.533,4100.0,315.0,25.5566978,74.8584375,POINT (485780 2826600)
498,1,1541325.533,4110.0,315.0,25.5567881,74.8584374,POINT (485780 2826610)
498,1,1541325.533,4120.0,315.0,25.556788,74.8583379,POINT (485770 2826610)
498,1,1541325.533,4130.0,315.0,25.5568783,74.8583378,POINT (485770 2826620)
498,1,1541325.533,4140.0,270.0,25.5568782,74.8582382,POINT (485760 2826620)
498,1,1541325.533,4150.0,315.0,25.5568781,74.8581387,POINT (485750 2826620)
498,1,1541325.533,4160.0,315.0,25.5569684,74.8581386,POINT (485750 2826630)
498,1,1541325.533,4170.0,315.0,25.5569683,74.858039,POINT (485740 2826630)
498,1,1541325.533,4180.0,315.0,25.5570586,74.8580389,POINT (485740 2826640)
498,1,1541325.533,4190.0,315.0,25.5570585,74.8579393,POINT (485730 2826640)
498,1,1541325.533,4200.0,0.0,25.5571488,74.8579392,POINT (485730 2826650)
498,1,1541325.533,4210.0,315.0,25.5572391,74.8579391,POINT (485730 2826660)
498,1,1541325.533,4220.0,315.0,25.557239,74.8578396,POINT (485720 2826660)
498,1,1541325.533,4230.0,0.0,25.5573293,74.8578395,POINT (485720 2826670)
498,1,1541325.533,4240.0,0.0,25.5574197,74.8578394,POINT (485720 2826680)
498,1,1541325.533,4250.0,315.0,25.55751,74.8578393,POINT (485720 2826690)
498,1,1541325.533,4260.0,315.0,25.5575099,74.8577397,POINT (485710 2826690)
498,1,1541325.533,4270.0,0.0,25.5576002,74.8577396,POINT (485710 2826700)
498,1,1541325.533,4280.0,315.0,25.5576905,74.8577395,POINT (485710 2826710)
498,1,1541325.533,4290.0,315.0,25.5576904,74.8576399,POINT (485700 2826710)
498,1,1541325.533,4300.0,0.0,25.5577807,74.8576398,POINT (485700 2826720)
498,1,1541325.533,4310.0,315.0,25.557871,74.8576397,POINT (485700 2826730)
498,1,1541325.533,4320.0,315.0,25.5578709,74.8575402,POINT (485690 2826730)
498,1,1541325.533,4330.0,0.0,25.5579612,74.8575401,POINT (485690 2826740)
498,1,1541325.533,4340.0,315.0,25.5580515,74.85754,POINT (485690 2826750)
498,1,1541325.533,4350.0,315.0,25.5580514,74.8574404,POINT (485680 2826750)
498,1,1541325.533,4360.0,0.0,25.5581417,74.8574403,POINT (485680 2826760)
498,1,1541325.533,4370.0,315.0,25.558232,74.8574402,POINT (485680 2826770)
498,1,1541325.533,4380.0,270.0,25.5582319,74.8573406,POINT (485670 2826770)
498,1,1541325.533,4390.0,315.0,25.5582318,74.8572411,POINT (485660 2826770)
498,1,1541325.533,4400.0,0.0,25.5583221,74.857241,POINT (485660 2826780)
498,1,1541325.533,4410.0,315.0,25.5584124,74.8572409,POINT (485660 2826790)
498,1,1541325.533,4420.0,315.0,25.5584123,74.8571413,POINT (485650 2826790)
498,1,1541325.533,4430.0,315.0,25.5585026,74.8571412,POINT (485650 2826800)
498,1,1541325.533,4440.0,315.0,25.5585025,74.8570417,POINT (485640 2826800)
498,1,1541325.533,4450.0,315.0,25.5585928,74.8570416,POINT (485640 2826810)
498,1,1541325.533,4460.0,270.0,25.5585927,74.856942,POINT (485630 2826810)
498,1,1541325.533,4470.0,315.0,25.5585926,74.8568424,POINT (485620 2826810)
498,1,1541325.533,4480.0,315.0,25.5586829,74.8568423,POINT (485620 2826820)
498,1,1541325.533,4490.0,315.0,25.5586828,74.8567428,POINT (485610 2826820)
498,1,1541325.533,4500.0,0.0,25.5587731,74.8567427,POINT (485610 2826830)
498,1,1541325.533,4510.0,315.0,25.5588634,74.8567426,POINT (485610 2826840)
498,1,1541325.533,4520.0,315.0,25.5588633,74.856643,POINT (485600 2826840)
498,1,1541325.533,4530.0,0.0,25.5589537,74.8566429,POINT (485600 2826850)
498,1,1541325.533,4540.0,0.0,25.559044,74.8566428,POINT (485600 2826860)
498,1,1541325.533,4550.0,45.0,25.5591343,74.8566427,POINT (485600 2826870)
498,1,1541325.533,4560.0,45.0,25.5591344,74.8567423,POINT (485610 2826870)
498,1,1541325.533,4570.0,0.0,25.5592247,74.8567421,POINT (485610 2826880)
498,1,1541325.533,4580.0,0.0,25.559315,74.856742,POINT (485610 2826890)
498,1,1541325.533,4590.0,0.0,25.5594053,74.8567419,POINT (485610 2826900)
498,1,1541325.533,4600.0,0.0,25.5594956,74.8567418,POINT (485610 2826910)
498,1,1541325.533,4610.0,0.0,25.5595859,74.8567417,POINT (485610 2826920)
498,1,1541325.533,4620.0,0.0,25.5596762,74.8567416,POINT (485610 2826930)
498,1,1541325.533,4630.0,0.0,25.5597665,74.8567415,POINT (485610 2826940)
498,1,1541325.533,4640.0,0.0,25.5598568,74.8567414,POINT (485610 2826950)
498,1,1541325.533,4650.0,0.0,25.5599471,74.8567413,POINT (485610 2826960)
498,1,1541325.533,4660.0,0.0,25.5600374,74.8567412,POINT (485610 2826970)
498,1,1541325.533,4670.0,315.0,25.5601277,74.8567411,POINT (485610 2826980)
498,1,1541325.533,4680.0,315.0,25.5601276,74.8566415,POINT (485600 2826980)
498,1,1541325.533,4690.0,0.0,25.5602179,74.8566414,POINT (485600 2826990)
498,1,1541325.533,4700.0,0.0,25.5603082,74.8566413,POINT (485600 2827000)
498,1,1541325.533,4710.0,0.0,25.5603985,74.8566412,POINT (485600 2827010)
498,1,1541325.533,4720.0,315.0,25.5604888,74.8566411,POINT (485600 2827020)
498,1,1541325.533,4730.0,315.0,25.5604887,74.8565415,POINT (485590 2827020)
498,1,1541325.533,4740.0,0.0,25.560579,74.8565414,POINT (485590 2827030)
498,1,1541325.533,4750.0,0.0,25.5606693,74.8565413,POINT (485590 2827040)
498,1,1541325.533,4760.0,315.0,25.5607596,74.8565412,POINT (485590 2827050)
498,1,1541325.533,4770.0,315.0,25.5607595,74.8564417,POINT (485580 2827050)
498,1,1541325.533,4780.0,0.0,25.5608498,74.8564415,POINT (485580 2827060)
498,1,1541325.533,4790.0,0.0,25.5609401,74.8564414,POINT (485580 2827070)
498,1,1541325.533,4800.0,45.0,25.5610304,74.8564413,POINT (485580 2827080)
498,1,1541325.533,4810.0,45.0,25.5610305,74.8565409,POINT (485590 2827080)
498,1,1541325.533,4820.0,0.0,25.5611208,74.8565408,POINT (485590 2827090)
498,1,1541325.533,4830.0,0.0,25.5612111,74.8565407,POINT (485590 2827100)
498,1,1541325.533,4840.0,0.0,25.5613015,74.8565406,POINT (485590 2827110)
498,1,1541325.533,4850.0,315.0,25.5613918,74.8565405,POINT (485590 2827120)
498,1,1541325.533,4860.0,315.0,25.5613917,74.8564409,POINT (485580 2827120)
498,1,1541325.533,4870.0,0.0,25.561482,74.8564408,POINT (485580 2827130)
498,1,1541325.533,4880.0,0.0,25.5615723,74.8564407,POINT (485580 2827140)
498,1,1541325.533,4890.0,0.0,25.5616626,74.8564406,POINT (485580 2827150)
498,1,1541325.533,4900.0,0.0,25.5617529,74.8564405,POINT (485580 2827160)
498,1,1541325.533,4910.0,315.0,25.5618432,74.8564404,POINT (485580 2827170)
498,1,1541325.533,4920.0,315.0,25.5618431,74.8563408,POINT (485570 2827170)
498,1,1541325.533,4930.0,0.0,25.5619334,74.8563407,POINT (485570 2827180)
498,1,1541325.533,4940.0,0.0,25.5620237,74.8563406,POINT (485570 2827190)
498,1,1541325.533,4950.0,0.0,25.562114,74.8563405,POINT (485570 2827200)
498,1,1541325.533,4960.0,0.0,25.5622043,74.8563404,POINT (485570 2827210)
